77,77,323,0,0,0,0,0,0,136,281,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,301,313,0,311,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,77,0,0,0,0,223,223,0,86,356,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,386,323,0,311,72,386,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0,0,0,0,0,219,311,0,0,256,301,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,312,311,312,311,137,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,323,0,0,0,0,0,0,0,312,386,323,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,323,221,311,311,0,0,0,0,0,0,0,0,0,0,0,0,323,346,323,271,0,0,323,346,323,323,323,323,323
323,323,323,0,0,0,311,313,312,312,311,312,311,311,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,323,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,283,0,0,0,0,0
0,302,323,323,72,0,311,0,0,0,294,323,0,196,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,283,0,283,323,311,555,0,406,283
0,0,301,323,323,0,0,312,0,0,256,323,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,281,77,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,313,283,312,0,0,0,0,310
0,328,323,323,0,560,0,0,0,0,0,323,223,311,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,356,323,312,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,313,313,311,0,311,0,0,0,310
323,323,323,0,0,323,322,322,0,0,0,0,0,260,311,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,77,312,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,312,312,322,311,313,0,255,256,310
0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,386,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,294,0,0,0,313,311,311,255,285,310,283
0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,223,0,0,0,136,281,323,313,312,0,72,386,0,0,0,0,0,0,0,0,0,0,0,0,312,322,322,313,312,0,72,386,310,283,283
323,0,0,323,346,323,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,224,0,312,0,0,86,356,323,312,312,313,311,0,0,0,0,0,0,0,0,0,0,0,47,296,312,311,311,220,0,271,311,255,310,283,283
77,359,323,312,323,312,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,311,311,312,295,0,0,256,301,312,311,313,313,311,0,0,0,0,0,0,0,0,0,0,0,298,311,223,196,283,280,256,255,256,310,283,312
323,77,323,323,323,323,323,0,0,0,0,0,0,0,0,0,0,0,131,131,0,0,131,0,0,196,298,0,0,312,386,328,335,0,0,312,311,223,0,0,0,0,0,0,0,0,0,0,223,223,0,0,256,285,310,310,310,283,283,312
77,77,77,359,323,312,323,312,323,0,0,0,0,0,0,0,0,0,283,90,0,0,283,0,0,0,313,313,312,312,311,312,312,313,0,0,0,0,0,0,0,0,0,0,0,0,223,311,0,0,0,223,386,310,283,283,283,283,312,313
77,77,323,77,323,323,323,323,323,323,323,323,271,0,0,0,312,0,0,0,0,0,0,0,223,311,313,0,0,0,294,323,312,312,313,0,0,0,0,0,0,0,0,0,0,0,219,311,313,313,220,0,256,310,283,283,283,0,323,323
0,0,0,0,283,0,0,0,0,0,283,0,0,0,0,323,0,0,0,0,0,0,0,0,313,0,311,312,0,0,331,323,0,312,312,322,0,0,0,0,0,0,0,0,0,0,0,0,311,36,0,0,281,255,256,283,0,0,302,328
0,0,323,323,323,323,323,323,323,323,312,311,373,283,406,311,312,312,0,0,0,0,0,313,0,311,72,386,196,323,323,323,283,313,313,312,0,0,0,0,0,0,0,0,0,0,312,0,0,0,344,411,223,0,0,0,0,0,323,328
0,0,304,77,303,323,301,323,303,0,322,322,313,312,0,72,386,0,0,0,0,0,0,0,311,137,313,0,0,77,77,323,313,331,313,0,0,0,0,0,0,0,0,0,0,0,219,311,313,0,223,223,0,0,0,0,0,0,0,328
0,0,328,77,323,328,323,328,323,323,311,311,312,312,313,311,0,0,0,0,0,0,223,223,221,311,311,312,0,0,552,323,312,0,312,0,0,0,0,0,0,196,0,0,0,0,221,311,322,223,223,196,0,0,0,0,0,0,301,312
